region_id,city,state,size_rank,date,median_income,metro
395078,Seattle,WA,15,1997-06-01,44464.59,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1997-09-01,45257.76,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1997-12-01,45882.73,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1998-03-01,46876.01,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1998-06-01,47952.05,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1998-09-01,49070.7,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1998-12-01,49832.77,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1999-03-01,50739.79,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1999-06-01,51378.29,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1999-09-01,51782.23,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,1999-12-01,51755.91,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2000-03-01,52293.28,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2000-06-01,52333.27,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2000-09-01,52237.37,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2000-12-01,52177.49,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2001-03-01,52354.05,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2001-06-01,52735.8,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2001-09-01,52557.18,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2001-12-01,52318.21,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2002-03-01,52054.6,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2002-06-01,52159.03,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2002-09-01,52192.51,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2002-12-01,52221.19,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2003-03-01,52373.17,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2003-06-01,52821.66,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2003-09-01,53154.19,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2003-12-01,53310.86,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2004-03-01,53272.93,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2004-06-01,53411.26,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2004-09-01,53624.35,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2004-12-01,56025.01,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2005-03-01,56567.27,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2005-06-01,57325.08,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2005-09-01,56095.54,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2005-12-01,56964.61,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2006-03-01,58193.43,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2006-06-01,59526.82,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2006-09-01,60455.28,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2006-12-01,61185.18,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2007-03-01,62184.21,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2007-06-01,63573.21,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2007-09-01,64408.85,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2007-12-01,64531.6,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2008-03-01,64300.21,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2008-06-01,64384.68,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2008-09-01,64858.31,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2008-12-01,65640.61,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2009-03-01,65064.07,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2009-06-01,64870.61,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2009-09-01,64281.82,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2009-12-01,63892.04,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2010-03-01,63553.48,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2010-06-01,63683.32,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2010-09-01,63815.24,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2010-12-01,63882.88,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2011-03-01,64249.95,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2011-06-01,64426.47,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2011-09-01,64403.48,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2011-12-01,64052.65,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2012-03-01,64521.82,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2012-06-01,65164.09,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2012-09-01,65980.68,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2012-12-01,67322.69,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2013-03-01,67695.32,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2013-06-01,68228.1,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2013-09-01,68103.11,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2013-12-01,68544.88,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2014-03-01,69572.76,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2014-06-01,70706.47,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2014-09-01,72124.54,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2014-12-01,73038.91,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2015-03-01,73824.42,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2015-06-01,74527.18,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2015-09-01,75490.04,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2015-12-01,76444.89,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2016-03-01,77390.27,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2016-06-01,78266.91,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2016-09-01,79163.01,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2016-12-01,79944.94,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2017-03-01,80852.92,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2017-06-01,81782.32,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2017-09-01,82514.85,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2017-12-01,83381.61,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2018-03-01,84056.0662133183,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2018-06-01,84730.5224266366,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2018-09-01,85404.9786399548,Seattle-Tacoma-Bellevue
395078,Seattle,WA,15,2018-12-01,86079.4348532731,Seattle-Tacoma-Bellevue
