RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
102001,United States,0,188200,184700,180400,176600,175400,174300,173300,171300,169100,166200,163500,162200,159500,155400,151300,150700,153100,155800,157500,158200,159800,161200,163500,163400,164300,161300,159300,155900,156700,157300,159000,158000,158300,157500,157800,157100,154700,151900,148900,148700,149900,150100,149500,147800,147900,148700,148800,148300,148000,148900,150800,152800,155100,156800,157500,158300,159300,161700,162800,163100,163300,164700,167000,168800,171900,173800,174400,174200,173700,174200,173500,174500,174800,175300,175500,176400,178400,180100,181600,181800,181900,182100,183700,186100,188600,190300,191700,192300,193400,192900,192900,191700,192000,193600,195500,196300,195900,195900,197100,198500,199400,200500,201100,202900,204700,205700,206700,208100,208400,208800,208000,209600,210400,211100,212300,213900,217100,218500,221100,224300,227100,227100,224400,223300,223000,222300,221800,222600,226100,228000,231100,233400,236500,236300,235700,234900,236100,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361800,362000,362500,363900,366200,362700,357400,354100,353300,349900,339200,327600,323900,322800,324800,324900,329600,332300,336300,335500,334400,333500,335600,336500,335200,333500,330200,331600,331200,335100,337600,340700,348900,351900,354200,349200,347700,347800,348300,349400,348900,352300,352600,353800,354900,353400,352600,351000,352600,356000,354800,353400,352200,350600,352200,350800,353200,354600,355300,356400,356800,355400,356900,357000,359200,359100,358800,358900,359000,358700,359600,357400,357600,353500,359200,362800,371400,371900,371700,372200,370700,373700,373700,377500,378600,378800,378000,379700,381600,382800,382900,384200,386400,386700,385400,385200,387500,390600,391300,388600,391300,392800,395500,395700,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,474400,462500,446700,436200,421400,408200,392900,380000,368300,356200,341700,331000,324800,320700,320200,326300,334900,341800,349700,356300,364000,366300,370600,368500,367200,362600,366300,363900,365800,361000,367100,365500,368600,363600,359800,356000,354000,354600,351900,347900,347600,345400,345100,338600,338900,336500,337200,334900,335700,339700,342300,347600,354400,363100,372700,377900,387500,395000,398200,399100,404400,419000,432300,442200,447100,450500,452700,454300,455300,454900,452900,454600,454600,458300,462000,463400,466600,467200,471200,474100,475200,476600,477200,483800,488800,494200,493100,497400,499700,504100,501800,499900,501500,509800,516900,518400,518200,520800,526200,528600,529000,531800,533300,531000,529700,525400,528100,521600,526400,528000,537300,539100,542000,542800,549500,560600,579000,588400,596500,598800,606700,607700,611400,612700,615300,616000,619600,623800,630300,627700,628600,622800,627200,629800,630600,629900,633600,635200
394463,"Chicago, IL",3,263000,259000,241800,229200,226500,227000,230800,230100,227400,223800,216600,214600,210700,206100,197800,191600,193000,195600,198400,200400,202000,201500,200900,202300,201100,198300,191200,190000,186700,187000,183700,185300,188000,188400,186200,181400,178300,173200,167500,164600,168300,172300,172800,170500,166500,167300,163000,162900,161000,162200,161600,163900,166200,168700,168100,166200,166700,165400,165700,163400,162800,162800,167000,174300,185900,192000,195300,195500,195900,197200,195100,196900,195500,195300,194100,196300,199300,202800,206400,207200,206400,203600,203800,204000,205800,207200,208000,206300,204300,196300,192700,188200,188100,186500,184300,183600,183700,185800,187500,188800,190700,192800,193100,194500,197400,201200,204200,206200,207600,207300,206400,203900,202000,200700,200200,201300,203100,206400,210600,214900,222400,223800,221500,218500,219500,220600,220000,221600,228300,226100,228300,232400,244700,246500,242300,234000,230200,227200
394514,"Dallas-Fort Worth, TX",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207100,210800,212200,211800,209800,209300,210200,211000,211300,211800,212600,215300,219200,222500,224100,224000,224800,227200,229500,230300,231400,232700,235300,236400,237100,237000,237200,238400,239900,241600,242700,244100,246300,249000,251200,251500,251900,252600,255800,256000,258600,259000,261000,259900,257700,256000,255700,257600,260000,264000,268300,
394974,"Philadelphia, PA",5,211700,210400,206200,198000,195100,195500,197200,197400,198600,197200,196800,196800,201000,200900,195400,188700,186100,189300,191100,192600,193800,197100,200000,202000,203000,202600,197300,191400,188800,186500,188100,188100,192700,194300,199300,200900,199500,193600,184300,180800,180200,182500,181100,179200,179400,182300,183900,187500,187500,187300,184800,186300,186800,188200,183100,183000,185300,192300,195500,194900,193400,192100,189800,191000,193700,198100,197100,195800,194600,194900,194700,193900,196000,193900,192200,190700,191300,192800,193300,194600,193900,192200,191600,190500,191600,193400,194700,194900,193500,192500,193600,193700,193800,189800,191800,197200,198300,195700,191300,193700,195600,196100,196400,194400,195400,198400,199200,201700,200100,201600,201000,201500,201500,200000,198000,196400,195900,199000,199200,198300,198100,199200,201800,199600,198500,197900,198400,199500,201800,203700,206500,208900,214000,218600,218500,217300,217700,
395209,"Washington, DC",6,357200,347000,331400,317200,312600,310600,302800,294300,287100,281100,281200,278300,281500,275400,272800,273100,282900,296600,303900,303500,301600,301400,300800,296900,295000,297800,296700,291100,292300,285100,294600,291100,305700,305400,303600,300900,287400,279000,270800,272500,285400,294900,305400,297500,290400,283400,284300,281300,290600,295300,307700,312100,321200,322200,319900,317100,318800,318000,319500,315500,323700,326400,337300,340600,347000,348000,344600,340800,339800,340200,341400,339000,341200,340700,350300,350500,355100,348700,347600,346100,348300,351400,349400,349400,355300,356700,356900,348800,347400,345300,347800,349300,350000,346300,346600,348700,349300,350200,347800,348700,348600,351100,352400,355100,353800,354500,356000,356200,358600,357800,359500,358600,359800,359900,362100,362400,364500,366300,369200,372200,379800,382000,382900,377300,374400,374100,375100,375500,377100,377100,380200,383500,393000,392400,392100,385600,386500,
394856,"Miami-Fort Lauderdale, FL",7,255800,246400,235500,228100,224100,222300,213800,205800,194600,187700,175800,166900,157400,150000,141900,137600,138500,141700,143600,143400,143800,145000,145700,145300,145400,143800,143900,141500,137900,132300,126700,127800,130400,130400,123100,117700,114300,117700,120300,123700,127600,126200,124600,122900,124200,128100,130500,132700,134000,136100,138000,140800,141000,141700,142300,145300,147600,152900,156000,159600,157700,158800,162800,167100,170100,171500,173700,174700,176500,177900,180400,178500,179300,178700,182300,184900,188200,188000,188000,188100,191600,194000,195000,195100,197000,199400,205300,208000,210100,208600,208100,208600,205700,206500,207400,214700,216800,220000,219200,220500,221600,223000,225300,228200,228700,229700,229000,233300,234400,237900,236600,237800,236300,239300,242200,244700,245400,246700,251100,253900,257100,255200,254500,252300,251200,251300,251000,256400,259800,262600,261100,263100,268300,270400,268800,266900,267100,
394347,"Atlanta, GA",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95200,95700,95900,97700,96700,97000,96600,97000,98300,101000,104700,107300,109200,110500,113700,117200,121500,123800,126300,127800,132000,136700,142700,144100,143700,141300,140100,140100,140500,140800,139800,141000,145200,150600,155300,156400,157200,156100,157600,159300,161700,162500,168100,170700,173300,170500,171000,171600,171500,172200,173300,174900,175500,175100,173700,172600,171700,174000,175200,177000,177400,179200,178800,180800,181800,185900,186700,188900,189200,190100,189600,190600,192300,193800,195800,198400,203900,205700,206900,205000,205800,205400,202500,204700,206400,211200,211700,215500,219500,221300,219100,218200,217200,218300,
394404,"Boston, MA",9,333000,327600,323300,320400,319700,319600,318200,316600,311300,305300,295200,293300,286200,289100,285800,292400,295600,302700,306800,307300,303400,308300,309800,312900,307700,307000,305600,309000,315300,322600,322600,321200,320100,316800,305900,293900,286000,287800,295300,304900,313900,316500,317200,309800,305600,299600,299500,297400,301700,303200,308600,314800,322300,321700,318900,318600,321600,320700,308800,305500,307600,319200,321500,323200,324300,328400,329000,329800,328400,329300,332800,341800,348700,349600,349500,349900,353900,354700,353900,354200,354700,357000,358700,361900,361500,360500,359900,360700,364900,368000,369700,369700,369100,370200,370400,367400,365800,368100,372100,376900,377800,379000,381100,382200,383800,385200,387700,390600,392600,393100,394600,395200,397200,397600,400800,404600,411100,413900,412600,413500,413900,419300,421300,425600,425900,426000,423300,425700,428800,428500,429300,433200,438900,438800,438000,438400,442000,
395057,"San Francisco, CA",10,593000,551900,517800,496800,488100,467600,441200,405700,373400,351900,335500,325600,308900,302500,306000,330200,355300,374200,391700,401000,408700,416200,418200,415500,405900,397200,404600,412600,428800,435100,440300,432500,422000,414700,409400,400700,388300,379400,379600,381800,386600,390000,391500,389200,385800,378800,378200,372600,373700,380700,395600,415600,435500,444300,452500,461400,473800,487700,487300,488400,489800,513900,541600,562000,572500,574000,576000,575300,577000,578500,586100,593600,596000,589800,584300,580300,581400,587500,596200,600100,595700,588600,580400,587400,599600,614000,616000,613800,615000,621900,625800,623900,623500,637700,646700,644500,628600,623900,630200,645100,653900,653400,646000,643000,650300,661800,672100,673200,673900,682300,690000,697500,694600,698400,705300,718000,732600,738900,739500,745000,753900,764700,774400,781800,781600,768600,762800,773200,783600,783700,781500,785900,789100,790800,791200,784100,772300,761900
395025,"Riverside, CA",11,302700,284200,267800,257300,246600,236000,224200,216100,207000,197300,188700,179200,170800,160000,154900,152900,153600,155100,157700,161100,166100,168900,174300,174500,175400,171900,173300,174400,174800,173700,174000,175300,174300,173700,175200,175800,173600,169200,167400,166600,166600,167200,169000,170600,171300,169100,170100,170000,172500,173500,175600,176700,178000,180600,185900,191100,197700,203600,208900,210000,212500,215600,221500,227100,230900,235100,239600,245400,248100,249600,254200,256700,258200,255100,258200,259200,261000,261000,262100,264800,266600,269000,271100,273700,275700,276100,275700,276600,279000,281600,283100,283300,284600,285800,291100,292000,293300,291600,293400,294200,295900,297200,303700,303500,304600,299800,301000,301600,303900,305700,307600,310800,312600,313700,316500,323500,328200,330400,337000,345500,348200,345100,343900,346600,347500,347200,349600,350500,350400,345800,350500,353200,356500,351500,352200,354600,357200,360000
394976,"Phoenix, AZ",12,224600,214000,205000,199200,193200,187100,178400,170900,162100,151900,143000,132800,125000,116600,112300,114000,118500,123300,125200,126200,129600,129800,131200,130600,131300,129500,126900,126400,126400,124400,122300,120500,120100,116400,115300,114000,113800,111500,108900,110100,110900,111800,113300,114700,119700,120800,116500,110800,108700,113000,118400,121600,124100,126100,126900,130500,135000,138200,140400,139600,142400,144400,147400,150000,152900,153600,154100,154600,154300,155800,155700,156500,156000,156500,156900,156400,156500,156800,159000,159300,160400,162200,163000,166000,168200,171300,173000,174600,175700,176200,177300,178400,180200,182800,184600,185800,186500,188700,191000,192700,193300,195800,197300,200100,202400,201700,203200,203300,206100,205500,206300,206900,208900,210700,212400,214800,218000,219200,223400,226300,229500,228900,227600,229500,233100,236100,236000,236900,240200,242700,247300,249700,252600,250700,250600,252400,255100,254100
395078,"Seattle, WA",13,347100,339700,328600,319300,313400,314100,312900,313300,306200,307800,308100,315900,311300,304800,293400,289700,286000,286000,289000,292600,292900,296500,302000,310100,310000,302200,293800,285700,292300,295500,296300,287200,283200,288900,289400,292700,285700,283500,271500,259500,249800,247200,247900,245800,243100,245600,246900,250000,247500,254900,260300,271300,276500,279600,283400,284600,292000,292900,289900,290000,292500,301000,303800,304300,307800,310500,314800,314000,311300,308300,307600,310200,310600,309900,307400,309700,313900,316400,318400,318300,320300,320800,323200,326400,330500,333800,334800,336200,334300,336100,336100,341700,341800,346200,348900,353100,355800,356700,359000,359800,362300,364700,365700,367600,372000,375900,379100,380300,383300,388200,393100,399300,402800,406000,409400,412300,418100,423900,429800,439200,449600,460200,455700,448700,440000,437400,434800,432400,433500,439600,446200,458700,464000,468700,467400,461900,457600,456700
394865,"Minneapolis-St Paul, MN",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181800,188400,192700,195600,196300,196500,196200,194900,195400,194200,195700,195900,198500,199600,203400,202500,203300,203200,206600,208500,213000,216900,221200,219800,218000,217100,217000,218100,218000,219100,219800,220200,222700,223600,224100,222500,222400,223800,224900,225800,227100,227500,226800,226800,227000,228800,229400,230900,232900,234200,235300,236500,237900,238900,239100,241100,244500,247700,249800,250700,250300,249500,248100,248400,251200,254300,255300,254000,256800,262600,265600,264600,263100,263700,265600
395056,"San Diego, CA",15,402600,393600,379500,368100,353700,341700,331500,320700,308100,298000,289600,288400,283600,282500,281300,289900,299100,309000,315300,321300,325700,329800,325900,327800,329000,335600,334900,331700,331300,330700,333500,334400,334800,335600,326900,322500,318800,321800,321600,318300,317500,318400,316200,315700,313400,316400,315600,316300,318700,323400,329000,330700,335400,339700,347600,352900,360600,368400,370800,371500,373700,384900,396700,403800,409400,410600,415100,414500,416300,417800,417600,418300,418500,422800,426700,429400,433700,436200,438400,439800,438500,436800,438900,444100,449100,448100,448800,453000,457500,460500,457900,456700,460700,465800,472000,471200,472700,475800,479400,480200,478700,480700,484100,491800,493500,496400,497400,503000,507700,509400,512100,516600,519200,522400,525500,529300,536400,540700,542700,544100,545600,553700,554400,556100,553600,555500,558800,559600,555600,553000,551800,555500,553100,557700,557600,563100,562200,
395121,"St. Louis, MO",16,142200,141100,139000,137500,137500,138300,138000,138000,136200,135200,132400,135400,136000,137900,134400,134300,132900,133300,133900,137100,137900,136900,137100,135700,137100,135600,136900,136100,135700,134000,133500,131700,131500,130500,132000,130800,128300,125300,125200,125100,126200,127200,127800,127700,128200,127000,124800,121800,122600,123900,126800,128300,129900,131500,133100,132700,130400,128800,127000,127200,127500,132400,137000,141400,142500,142800,142600,141500,139600,138200,138700,138300,137700,137900,139400,143400,143900,144800,143400,143300,145200,146400,148600,149800,150800,150300,149000,149400,150400,151400,150400,150800,149400,151000,150700,147600,144400,144600,148500,151100,149900,149200,149100,149700,150300,149900,150400,151200,153000,152600,153100,151800,153200,153000,154000,154900,157000,157500,156500,155500,156000,158900,159600,158900,157800,158700,158000,159400,160800,164500,166600,164300,165300,166300,170700,171300,169200,170000
395148,"Tampa, FL",17,176800,171100,166800,162100,158500,154000,152200,148000,143900,138200,134400,130300,125900,122400,121500,121600,122600,120500,121300,121300,124600,124100,124100,122700,120700,119700,118200,119100,114700,112300,109900,111900,110700,108600,103000,96800,92000,90500,92800,96400,99100,100100,99900,99900,99100,99500,100100,100000,99800,99600,103700,106300,109800,110700,111600,112400,115600,117400,119700,116800,119500,119900,123500,122900,125500,127900,129700,129800,130600,131100,130200,127200,124800,124800,127800,131100,134000,135500,136800,138200,138400,137900,136900,136300,138400,141100,144800,145800,146600,145700,147400,148200,150400,152800,156400,159200,159700,160300,162700,166300,167400,168600,168800,170200,171000,172600,174900,176400,177200,178400,179700,181900,182400,181300,181600,182700,187000,189000,192300,194300,195700,195900,195800,197300,196900,196100,196400,196700,200100,200100,208300,213600,219200,217500,214400,211600,211100,
394358,"Baltimore, MD",18,230300,229700,222000,217300,215300,219500,222100,220800,215100,208000,210900,215600,221300,221700,215200,211000,205600,211600,213100,216800,214300,219400,218100,219300,213500,206200,198200,194400,192200,193100,188000,192100,190100,191700,203300,225600,220600,205400,173900,172300,157800,158300,169700,185100,203400,208300,219600,222400,221700,223100,220000,222200,217500,217500,218400,226300,231100,229200,228100,226900,223900,221700,220200,225700,231200,234000,230900,223900,221200,223400,228100,229700,232100,229300,229700,229700,230700,233500,234500,236500,235000,235000,232300,230400,227600,227000,226800,229800,235700,233700,232600,227400,229000,229800,229400,237700,238500,244000,238700,240000,240000,240200,239600,242100,242200,241400,237500,240600,240700,241400,240300,240000,240200,238900,241200,241900,245100,245700,247200,246400,248100,249100,249600,249000,247900,246300,245000,245300,246700,245300,241900,243600,245500,251200,254200,258100,259200,
394530,"Denver, CO",19,202200,197300,195400,193900,196900,198900,197700,195000,190600,184200,175300,172400,173200,179400,183500,190200,196300,203200,204500,206500,205400,206600,204200,207100,206300,207100,204600,204200,209000,211700,215500,213500,212500,212500,207300,204600,199200,198600,197700,199500,200800,203400,204200,205800,206400,206500,208300,204800,204700,207600,215300,222900,228000,233000,236100,237600,238200,236400,235800,236200,238100,240800,242200,245300,248000,250300,252100,252900,252900,252600,252200,252000,252300,252900,254600,257000,260500,263000,265000,264700,268600,270700,277100,279600,284600,286500,289800,291500,291900,293900,295600,299500,302700,306200,310100,317400,320900,321900,321400,323600,329400,331000,333700,334600,337300,340500,343400,348200,349000,351300,349800,354200,355600,359400,361200,366200,368400,372100,373800,383200,386600,391000,388700,388400,387700,388300,390900,394000,395200,396300,397100,401100,400800,399000,397100,396100,400100,401600
394982,"Pittsburgh, PA",20,96100,96100,96700,96200,99500,99600,98400,95100,94800,91500,88900,88200,90600,92000,94500,98300,103500,105200,106600,106700,108200,107700,106600,104800,105500,107900,110100,109900,107200,105900,105900,108000,108500,108000,108200,104100,104900,101200,105900,106000,110700,111100,112100,111500,111100,110000,110200,112000,112000,115400,115700,118700,118300,117500,119000,118700,120100,119200,119700,118700,118600,118000,120500,121500,122600,122300,122400,121400,120100,119200,119100,120100,120400,122100,121800,123300,122700,124500,125300,126900,126100,127900,128200,131400,131900,130800,128200,127200,129100,129800,130500,128800,129100,129700,131900,133400,131700,132100,131200,132200,131700,130800,130500,130700,132400,133600,135500,136000,137700,138000,139000,138800,137800,137800,137700,139800,142100,139700,138100,136600,142800,142000,141600,139600,142100,141700,142100,140400,141100,141600,144200,148600,149900,147800,145400,144800,147100,
394998,"Portland, OR",21,279200,271800,270000,267000,268100,266300,261300,258600,255700,256400,255300,256200,252400,245200,237300,234900,234600,237700,237200,237500,234500,237000,238200,237600,236500,234400,232900,229500,230900,235000,237300,234100,232100,230900,229800,223400,215100,209100,207200,208200,210100,211600,214600,214700,218100,215600,214000,208400,209100,211900,217400,223000,228400,232100,233900,235300,236800,240700,245400,244900,247200,245200,251400,251500,257100,258800,262500,263100,265000,263300,260900,261500,263400,265800,265300,266300,269200,270800,271400,272900,275200,277500,278700,278700,279200,280400,283300,287000,289100,290500,291700,292300,293400,298400,303300,305000,307600,311100,318100,320600,321300,322900,324800,327400,329100,331300,338700,340300,343000,341600,345100,347300,350500,353300,356100,358800,361000,363100,371100,375700,378700,375400,375500,378200,378000,379100,377700,380000,380800,383100,384300,386200,387800,386800,387500,386700,388100,388600
394458,"Charlotte, NC",22,155800,152400,149400,147900,148100,147800,149400,150500,150500,150700,148000,149400,148200,148300,144900,145900,148000,149900,150000,150700,151100,149500,151400,151500,151300,146800,145300,147300,150100,151000,150800,151400,153100,154700,158400,157400,152400,146200,145100,152800,154700,157000,149300,150000,144700,148500,147900,152400,153500,153700,156100,159700,161700,161400,158200,157300,156900,157700,159200,160600,161100,161500,163400,163700,165400,165800,167200,168000,168500,170600,170200,169100,169000,169500,170100,170100,171100,172000,172700,171900,171700,172400,174100,177800,178200,180900,181100,181600,179600,179100,180700,182400,184300,184700,186400,185800,184700,183900,184700,187700,188300,190300,189900,191500,190900,188500,186300,183000,185700,186400,187500,189700,194300,195600,193400,191900,195000,198600,203500,209000,212700,213700,214600,216100,214700,215900,215400,217900,218300,217000,218400,220700,223700,224400,226100,228600,229500,
395045,"Sacramento, CA",23,284000,272200,255900,242200,232000,228100,222600,217100,208800,201600,194900,189100,185500,184600,186000,188900,193800,198300,202000,204700,206300,207100,206500,203500,204000,203900,204700,202600,202200,201700,202300,199400,200500,198000,195200,187700,181800,179400,176200,176200,175200,177400,178200,176800,178600,178500,179700,178900,180100,182800,183400,184700,188600,195100,204000,208400,214400,217200,223300,228000,236600,242900,249800,254300,261300,264300,268700,268400,270400,270200,272700,276200,278600,281200,284000,285500,287100,287700,290600,292200,290400,292300,292200,300500,301600,306100,305000,306000,306600,306400,307100,307100,308600,311600,317500,320700,324500,324100,326300,328100,330400,333900,334800,338200,340800,341100,342500,341200,343000,344800,349400,353700,357900,361100,364600,366800,370100,372200,374000,376000,377800,383000,383800,385000,383300,383500,385400,384200,387500,388500,392300,393800,395000,400000,400600,401600,400700,402300
394943,"Orlando, FL",24,220300,214100,205200,201500,197900,194600,192600,184200,179800,167400,163300,155400,147700,137500,127000,121300,118500,120100,120400,121000,120400,121500,116900,115000,109300,109200,107900,109700,109000,104100,100200,98600,100600,99300,97800,92500,94500,96300,101800,102300,103500,104800,106800,107800,112000,114400,116600,114200,114200,112600,113700,115200,118000,119600,121000,122600,124100,125300,127800,130400,133000,135300,136800,138400,139700,144100,147900,149100,150100,150300,151500,151300,150800,152000,151900,153200,154900,155700,156500,156600,157500,158000,157500,158600,161000,162300,164300,164400,167000,168200,170700,171800,174800,176500,181900,181900,182400,180200,182000,185500,187700,190100,189600,192000,192400,193900,195100,197200,199300,200600,201500,203500,204800,206800,209100,210800,211300,213400,218800,228000,231600,233100,232500,234400,235100,235000,236600,240500,245400,250200,252000,254400,249400,244700,,,,
394466,"Cincinnati, OH",25,134600,129100,123500,124400,123500,123800,121700,121800,119300,114300,110900,110200,110400,112200,112000,114800,115200,117800,119600,123200,124800,124800,123400,124000,124200,122500,120200,119100,118800,118800,119600,119900,117700,117800,119800,123400,118500,111600,107700,109800,115000,116800,116400,114900,114700,115200,116700,114500,113200,111300,113600,116500,118800,120100,120300,121700,121300,120900,122700,124100,125400,123100,124100,124400,127300,127500,128600,126900,127700,127700,128400,129100,129300,130400,131000,134300,136100,137800,136300,135700,133600,134000,133800,135800,135500,134300,134700,136100,138100,138300,137800,138800,136900,142700,144100,151300,149300,150300,146700,146200,145200,145600,146500,149300,150500,150200,153700,154400,154600,150400,148100,149200,150200,152200,152300,151900,154100,155200,159400,164300,165500,164200,158900,156500,154200,155500,157300,160800,161600,162400,165600,171000,173400,170800,167100,166800,169500,
394475,"Cleveland, OH",26,110800,109000,107100,105600,104600,104400,101700,97200,86500,80800,75700,76800,74600,80600,86800,95600,99100,102900,105900,109500,111700,109300,107800,107000,108900,107700,108400,109100,107200,104900,102300,106200,110500,114200,108000,99600,91800,91200,91900,97500,100400,102400,99400,97500,93800,94500,93700,93900,92500,95300,99100,100000,102600,104600,107600,107200,105500,106200,104900,104800,102800,100800,101500,104900,109600,111600,111900,111000,111600,110300,110400,108900,112500,114500,117900,117300,118800,120500,119400,118900,117400,120100,119700,115100,112500,110300,115100,116300,119000,118500,118900,117400,115700,115300,113900,116100,112200,116000,116300,121700,120900,121900,121600,121800,122500,122900,125200,126300,127000,126700,126700,125900,125200,123600,124300,127900,131900,133500,134700,136000,136700,135500,133800,132700,129700,128800,130700,131500,133000,132600,136000,137900,141200,142000,144000,143600,144000,142100
394735,"Kansas City, MO",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160700,161900,163200,162600,165600,166900,169300,168000,164000,160300,158000,161000,162600,164500,164700,163400,160800,159900,162100,163900,165900,168300,171100,172200,172600,171000,172000,170300,171000,169900,168200,163800,155600,156200,158800,168300,170400,171900,172100,173700,175900,176400,174700,174100,188100,191400,194600,183700,185200,187000,187000,189300,186900,189900,191700,199200,214100,217500,215400,202200,197200,196800,194800,196300,198300,202700,205600,208800,220700,221000,218800,,,,
394775,"Las Vegas, NV",28,244900,239900,235200,225900,216400,205500,195600,187700,178900,171300,162800,155100,148000,137900,130400,124300,122900,120700,121000,122200,124600,125100,125000,123900,124200,125800,128400,129000,126600,125300,123700,122900,121400,119100,118100,116700,114900,113400,111900,110900,108600,106300,106000,107800,110400,110800,110800,108700,109800,112300,116400,119400,121300,123400,126700,130300,134800,137800,140500,141500,144700,148800,153200,156900,160200,163100,164400,165400,166800,169100,170000,171100,172900,173900,174300,166500,167200,170100,179300,181100,181600,183500,184200,186700,187100,189600,189100,187000,188500,190200,195200,194400,196300,196400,200400,201100,201500,199400,200100,200100,202200,202000,204200,206100,208200,209000,211200,212600,217800,219500,223500,225500,228500,230000,232700,235600,238600,241500,244500,247500,250300,253300,257800,260600,260800,261700,264200,268400,270100,270400,272700,272300,274200,270800,272600,271700,273400,272300
394492,"Columbus, OH",29,138400,136400,137800,136700,135000,132400,131300,129900,126000,122400,124200,123800,122800,120400,121900,124300,127400,131400,135000,137100,136900,133000,129000,130800,133100,134500,131700,131700,126500,123900,120400,123000,123400,131500,134000,129000,120200,117000,118900,120100,121700,124900,124000,121600,123600,126900,127200,121000,117600,121400,128200,132700,135900,136100,136800,133400,133300,133200,135500,133800,132500,131300,135200,140000,144900,146000,145500,144300,159000,159500,159200,146300,149400,152700,152900,153300,152900,154600,154500,155400,155900,157600,155300,163600,163000,165600,162400,162700,163000,158900,158600,156300,153900,150400,151800,155600,161400,163600,163300,160800,161000,160800,164300,166200,168800,168100,170400,169400,170400,169800,172000,171800,171900,171000,172500,174600,176700,179900,181900,184200,182200,179500,176500,179000,180100,182700,181700,183500,185000,187000,186900,191200,194800,203900,204800,206200,202900,201600
394705,"Indianapolis, IN",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129300,128300,134400,140800,145600,146500,147300,146700,146900,147500,151800,155400,157800,154800,151800,148800,150000,133200,123500,109900,115400,115600,121500,124600,127500,134300,139500,144200,141200,141300,140400,141300,140700,143300,147900,149200,147600,145800,143600,144800,142400,144000,145700,146600,147200,145700,145900,148100,150000,151400,153100,153800,154600,156500,161000,162600,163000,159700,160600,159500,161100,160400,160200,159300,159200,160700,161200,163900,166500,169100,169600,169600,169800,171300,171300,172800,171600,173800,176000,179900,182200,182500,183800,184400,
395059,"San Jose, CA",31,672900,638700,610900,593000,581200,568200,541300,511000,470200,442000,432800,428900,413500,394000,385400,403400,431800,457000,466700,470300,473100,483100,492900,497200,499900,489600,491600,494700,507700,515600,517800,515700,507800,498700,493100,479900,477800,470900,477800,486000,490300,499600,497500,490200,481900,472000,477500,472700,480900,487700,502400,523100,544600,570000,578300,577900,576800,576300,592900,601100,614300,620700,630400,638500,640800,646500,648200,651400,652300,647900,662800,671000,691000,692100,694600,700800,698600,707200,709300,717200,720800,721000,726200,736000,746700,749000,755100,769200,786800,806000,804800,806400,800100,804700,805300,805600,810100,814100,819700,821500,829700,831800,837200,841300,841700,828400,832500,842500,868200,863900,862600,870300,885600,899900,922100,942000,971400,993000,1014000,1060100,1108200,1130400,1121600,1091700,1081000,1081900,1072500,1090200,1065700,1047800,1035200,1029600,1043800,1023800,1025000,1023700,1034800,1028200
