metro,date,region_id,city,state,size_rank,value_type,mean_value
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1996-12-01,395057,San Francisco,CA,11,median_income,48881.34
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_zhvi,279590.4411764706
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_zhvi,281670.5882352941
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_zhvi,283605.14705882355
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-03-01,395057,San Francisco,CA,11,median_income,49624.23
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_zhvi,285769.85294117645
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_zhvi,288130.14705882355
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_zhvi,290688.23529411765
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-06-01,395057,San Francisco,CA,11,median_income,50448.24
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_zhvi,293401.4705882353
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_zhvi,296226.4705882353
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_zhvi,299134.5588235294
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-09-01,395057,San Francisco,CA,11,median_income,51169.93
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_zhvi,302206.6176470588
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_zhvi,305355.8823529412
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_zhvi,308893.3823529412
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1997-12-01,395057,San Francisco,CA,11,median_income,51835.71
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_zhvi,312660.29411764705
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_zhvi,316216.9117647059
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_zhvi,319445.5882352941
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-03-01,395057,San Francisco,CA,11,median_income,52884.43
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_zhvi,322724.26470588235
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_zhvi,325973.5294117647
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_zhvi,329233.0882352941
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-06-01,395057,San Francisco,CA,11,median_income,53832.82
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_zhvi,332461.0294117647
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_zhvi,335653.67647058825
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_zhvi,338804.4117647059
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-09-01,395057,San Francisco,CA,11,median_income,55374.7
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_zhvi,342053.67647058825
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_zhvi,345402.9411764706
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_zhvi,349200.73529411765
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1998-12-01,395057,San Francisco,CA,11,median_income,57240.17
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_zhvi,353385.29411764705
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_zhvi,357633.82352941175
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_zhvi,361908.0882352941
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-03-01,395057,San Francisco,CA,11,median_income,59171.15
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_zhvi,366678.67647058825
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-04-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_zhvi,371926.4705882353
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-05-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_zhvi,377764.70588235295
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-06-01,395057,San Francisco,CA,11,median_income,61018.63
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_zhvi,384223.5294117647
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-07-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_zhvi,391253.67647058825
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-08-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_zhvi,398840.4411764706
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-09-01,395057,San Francisco,CA,11,median_income,61804.19
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_zhvi,407056.6176470588
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-10-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_zhvi,415807.35294117645
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-11-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_zhvi,425352.20588235295
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,1999-12-01,395057,San Francisco,CA,11,median_income,61792.76
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_zhvi,435406.6176470588
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-01-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_zhvi,445361.0294117647
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-02-01,NA,NA,NA,NA,median_income,NA
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_zhvi,455009.5588235294
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_sale_price,NaN
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_zri,NaN
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_sale_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,mean_rent_list_price_sqft,NaN
San Francisco-Oakland-Hayward,2000-03-01,395057,San Francisco,CA,11,median_income,62324.83
San Francisco-Oakland-Hayward,2000-04-01,NA,NA,NA,NA,mean_zhvi,464613.23529411765
San Francisco-Oakland-Hayward,2000-04-01,NA,NA,NA,NA,mean_sale_price,NaN
San Francisco-Oakland-Hayward,2000-04-01,NA,NA,NA,NA,mean_zri,NaN
San Francisco-Oakland-Hayward,2000-04-01,NA,NA,NA,NA,mean_rental_price,NaN
San Francisco-Oakland-Hayward,2000-04-01,NA,NA,NA,NA,mean_sale_list_price_sqft,NaN
