metro,date,value_type,mean_value
New York-Newark-Jersey City,2014-05-01,mean_sale_price,369027.4038461539
New York-Newark-Jersey City,2014-05-01,mean_zri,2068.4050129198968
New York-Newark-Jersey City,2014-05-01,mean_rental_price,2756.586956521739
New York-Newark-Jersey City,2014-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-06-01,mean_sale_price,369170.89201877936
New York-Newark-Jersey City,2014-06-01,mean_zri,2481.9750445859872
New York-Newark-Jersey City,2014-06-01,mean_rental_price,2786.123188405797
New York-Newark-Jersey City,2014-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-07-01,mean_sale_price,371997.2602739726
New York-Newark-Jersey City,2014-07-01,mean_zri,2661.515247776366
New York-Newark-Jersey City,2014-07-01,mean_rental_price,2785.717391304348
New York-Newark-Jersey City,2014-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-08-01,mean_sale_price,375013.69863013696
New York-Newark-Jersey City,2014-08-01,mean_zri,2642.987146496815
New York-Newark-Jersey City,2014-08-01,mean_rental_price,2813.2971014492755
New York-Newark-Jersey City,2014-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-09-01,mean_sale_price,377180.54298642534
New York-Newark-Jersey City,2014-09-01,mean_zri,2114.339040207523
New York-Newark-Jersey City,2014-09-01,mean_rental_price,2809.840579710145
New York-Newark-Jersey City,2014-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-10-01,mean_sale_price,378609.04977375566
New York-Newark-Jersey City,2014-10-01,mean_zri,2029.7036753246753
New York-Newark-Jersey City,2014-10-01,mean_rental_price,2803.81884057971
New York-Newark-Jersey City,2014-11-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-11-01,mean_sale_price,379946.63677130046
New York-Newark-Jersey City,2014-11-01,mean_zri,2010.3162450592886
New York-Newark-Jersey City,2014-11-01,mean_rental_price,2795.355072463768
New York-Newark-Jersey City,2014-12-01,mean_zhvi,NA
New York-Newark-Jersey City,2014-12-01,mean_sale_price,380626.1061946903
New York-Newark-Jersey City,2014-12-01,mean_zri,2050.4573376623375
New York-Newark-Jersey City,2014-12-01,mean_rental_price,2781.0652173913045
New York-Newark-Jersey City,2015-01-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-01-01,mean_sale_price,383375.77092511015
New York-Newark-Jersey City,2015-01-01,mean_zri,2044.3663385826771
New York-Newark-Jersey City,2015-01-01,mean_rental_price,2821.0797101449275
New York-Newark-Jersey City,2015-02-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-02-01,mean_sale_price,388178.4140969163
New York-Newark-Jersey City,2015-02-01,mean_zri,2057.1621326397917
New York-Newark-Jersey City,2015-02-01,mean_rental_price,2819.492957746479
New York-Newark-Jersey City,2015-03-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-03-01,mean_sale_price,389938.7665198238
New York-Newark-Jersey City,2015-03-01,mean_zri,2085.8524285714284
New York-Newark-Jersey City,2015-03-01,mean_rental_price,2833.542253521127
New York-Newark-Jersey City,2015-04-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-04-01,mean_sale_price,391895.19650655024
New York-Newark-Jersey City,2015-04-01,mean_zri,2102.26361038961
New York-Newark-Jersey City,2015-04-01,mean_rental_price,2844.669014084507
New York-Newark-Jersey City,2015-05-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-05-01,mean_sale_price,387021.18644067796
New York-Newark-Jersey City,2015-05-01,mean_zri,2275.7537354085603
New York-Newark-Jersey City,2015-05-01,mean_rental_price,2861.534722222222
New York-Newark-Jersey City,2015-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-06-01,mean_sale_price,388688.23529411765
New York-Newark-Jersey City,2015-06-01,mean_zri,2470.4455555555555
New York-Newark-Jersey City,2015-06-01,mean_rental_price,2887.9583333333335
New York-Newark-Jersey City,2015-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-07-01,mean_sale_price,387760.16597510374
New York-Newark-Jersey City,2015-07-01,mean_zri,2610.1525352112676
New York-Newark-Jersey City,2015-07-01,mean_rental_price,2891.9236111111113
New York-Newark-Jersey City,2015-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-08-01,mean_sale_price,384473.6842105263
New York-Newark-Jersey City,2015-08-01,mean_zri,2636.3220384615383
New York-Newark-Jersey City,2015-08-01,mean_rental_price,2882.9583333333335
New York-Newark-Jersey City,2015-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-09-01,mean_sale_price,383837.05179282866
New York-Newark-Jersey City,2015-09-01,mean_zri,2658.5288092189503
New York-Newark-Jersey City,2015-09-01,mean_rental_price,2899.2671232876714
New York-Newark-Jersey City,2015-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-10-01,mean_sale_price,385111.76470588235
New York-Newark-Jersey City,2015-10-01,mean_zri,2652.0031337579617
New York-Newark-Jersey City,2015-10-01,mean_rental_price,2906.4931506849316
New York-Newark-Jersey City,2015-11-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-11-01,mean_sale_price,386105.81395348837
New York-Newark-Jersey City,2015-11-01,mean_zri,2451.796889460154
New York-Newark-Jersey City,2015-11-01,mean_rental_price,2898.3561643835615
New York-Newark-Jersey City,2015-12-01,mean_zhvi,NA
New York-Newark-Jersey City,2015-12-01,mean_sale_price,386716.92307692306
New York-Newark-Jersey City,2015-12-01,mean_zri,2213.090974025974
New York-Newark-Jersey City,2015-12-01,mean_rental_price,2913.828767123288
New York-Newark-Jersey City,2016-01-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-01-01,mean_sale_price,385938.93129770993
New York-Newark-Jersey City,2016-01-01,mean_zri,2298.1859132720106
New York-Newark-Jersey City,2016-01-01,mean_rental_price,2913.0205479452056
New York-Newark-Jersey City,2016-02-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-02-01,mean_sale_price,386004.1666666667
New York-Newark-Jersey City,2016-02-01,mean_zri,2520.4596919127084
New York-Newark-Jersey City,2016-02-01,mean_rental_price,2917.6917808219177
New York-Newark-Jersey City,2016-03-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-03-01,mean_sale_price,393598.8679245283
New York-Newark-Jersey City,2016-03-01,mean_zri,2686.184884910486
New York-Newark-Jersey City,2016-03-01,mean_rental_price,2904.8972602739727
New York-Newark-Jersey City,2016-04-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-04-01,mean_sale_price,397565.05576208176
New York-Newark-Jersey City,2016-04-01,mean_zri,2686.287685421995
New York-Newark-Jersey City,2016-04-01,mean_rental_price,2874.821917808219
New York-Newark-Jersey City,2016-05-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-05-01,mean_sale_price,400895.25547445257
New York-Newark-Jersey City,2016-05-01,mean_zri,2721.7521246819338
New York-Newark-Jersey City,2016-05-01,mean_rental_price,2866.8150684931506
New York-Newark-Jersey City,2016-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-06-01,mean_sale_price,401317.39130434784
New York-Newark-Jersey City,2016-06-01,mean_zri,2731.9002675159236
New York-Newark-Jersey City,2016-06-01,mean_rental_price,2843.513698630137
New York-Newark-Jersey City,2016-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-07-01,mean_sale_price,401744.60431654676
New York-Newark-Jersey City,2016-07-01,mean_zri,2740.103694267516
New York-Newark-Jersey City,2016-07-01,mean_rental_price,2829.8150684931506
New York-Newark-Jersey City,2016-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-08-01,mean_sale_price,407601.7730496454
New York-Newark-Jersey City,2016-08-01,mean_zri,2739.014376590331
New York-Newark-Jersey City,2016-08-01,mean_rental_price,2808.4797297297296
New York-Newark-Jersey City,2016-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-09-01,mean_sale_price,406634.965034965
New York-Newark-Jersey City,2016-09-01,mean_zri,2715.0663405336722
New York-Newark-Jersey City,2016-09-01,mean_rental_price,2791.4594594594596
New York-Newark-Jersey City,2016-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-10-01,mean_sale_price,407769.3103448276
New York-Newark-Jersey City,2016-10-01,mean_zri,2702.772404580153
New York-Newark-Jersey City,2016-10-01,mean_rental_price,2794.3486842105262
New York-Newark-Jersey City,2016-11-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-11-01,mean_sale_price,406828.4246575342
New York-Newark-Jersey City,2016-11-01,mean_zri,2711.1269035532996
New York-Newark-Jersey City,2016-11-01,mean_rental_price,2744.579268292683
New York-Newark-Jersey City,2016-12-01,mean_zhvi,NA
New York-Newark-Jersey City,2016-12-01,mean_sale_price,407946.2837837838
New York-Newark-Jersey City,2016-12-01,mean_zri,2738.2971410419314
New York-Newark-Jersey City,2016-12-01,mean_rental_price,3354.1521739130435
New York-Newark-Jersey City,2017-01-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-01-01,mean_sale_price,408879.797979798
New York-Newark-Jersey City,2017-01-01,mean_zri,2754.2483184713374
New York-Newark-Jersey City,2017-01-01,mean_rental_price,3512.413043478261
New York-Newark-Jersey City,2017-02-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-02-01,mean_sale_price,411258.8628762542
New York-Newark-Jersey City,2017-02-01,mean_zri,2742.1511406844106
New York-Newark-Jersey City,2017-02-01,mean_rental_price,3416.116
New York-Newark-Jersey City,2017-03-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-03-01,mean_sale_price,413909.364548495
New York-Newark-Jersey City,2017-03-01,mean_zri,2744.8331130876745
New York-Newark-Jersey City,2017-03-01,mean_rental_price,3414.024
New York-Newark-Jersey City,2017-04-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-04-01,mean_sale_price,415850.83612040133
New York-Newark-Jersey City,2017-04-01,mean_zri,2743.5217541613315
New York-Newark-Jersey City,2017-04-01,mean_rental_price,4088.25
New York-Newark-Jersey City,2017-05-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-05-01,mean_sale_price,416914.1914191419
New York-Newark-Jersey City,2017-05-01,mean_zri,2757.6129936305733
New York-Newark-Jersey City,2017-05-01,mean_rental_price,4133.348484848485
New York-Newark-Jersey City,2017-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-06-01,mean_sale_price,417867.98679867986
New York-Newark-Jersey City,2017-06-01,mean_zri,2768.212789808917
New York-Newark-Jersey City,2017-06-01,mean_rental_price,4111.227611940299
New York-Newark-Jersey City,2017-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-07-01,mean_sale_price,420920.3278688525
New York-Newark-Jersey City,2017-07-01,mean_zri,2779.55213740458
New York-Newark-Jersey City,2017-07-01,mean_rental_price,4009.463768115942
New York-Newark-Jersey City,2017-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-08-01,mean_sale_price,418796.7637540453
New York-Newark-Jersey City,2017-08-01,mean_zri,2758.166010165184
New York-Newark-Jersey City,2017-08-01,mean_rental_price,3960.953237410072
New York-Newark-Jersey City,2017-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-09-01,mean_sale_price,419610.6451612903
New York-Newark-Jersey City,2017-09-01,mean_zri,2689.7439263024144
New York-Newark-Jersey City,2017-09-01,mean_rental_price,3872.0281690140846
New York-Newark-Jersey City,2017-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-10-01,mean_sale_price,422571.1538461539
New York-Newark-Jersey City,2017-10-01,mean_zri,2642.1465101522845
New York-Newark-Jersey City,2017-10-01,mean_rental_price,3844.318493150685
New York-Newark-Jersey City,2017-11-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-11-01,mean_sale_price,425986.21794871794
New York-Newark-Jersey City,2017-11-01,mean_zri,2709.431188369153
New York-Newark-Jersey City,2017-11-01,mean_rental_price,4257.456081081081
New York-Newark-Jersey City,2017-12-01,mean_zhvi,NA
New York-Newark-Jersey City,2017-12-01,mean_sale_price,427114.74358974356
New York-Newark-Jersey City,2017-12-01,mean_zri,2705.6591414141412
New York-Newark-Jersey City,2017-12-01,mean_rental_price,4508.371710526316
New York-Newark-Jersey City,2018-01-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-01-01,mean_sale_price,429199.358974359
New York-Newark-Jersey City,2018-01-01,mean_zri,2702.5050948166877
New York-Newark-Jersey City,2018-01-01,mean_rental_price,4422.091503267974
New York-Newark-Jersey City,2018-02-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-02-01,mean_sale_price,428305.4487179487
New York-Newark-Jersey City,2018-02-01,mean_zri,2688.685537294564
New York-Newark-Jersey City,2018-02-01,mean_rental_price,4400.346153846154
New York-Newark-Jersey City,2018-03-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-03-01,mean_sale_price,432391.3461538461
New York-Newark-Jersey City,2018-03-01,mean_zri,2691.1403417721517
New York-Newark-Jersey City,2018-03-01,mean_rental_price,4399.353503184713
New York-Newark-Jersey City,2018-04-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-04-01,mean_sale_price,435488.141025641
New York-Newark-Jersey City,2018-04-01,mean_zri,2664.996400506971
New York-Newark-Jersey City,2018-04-01,mean_rental_price,4363.890625
New York-Newark-Jersey City,2018-05-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-05-01,mean_sale_price,441541.9871794872
New York-Newark-Jersey City,2018-05-01,mean_zri,2658.44682278481
New York-Newark-Jersey City,2018-05-01,mean_rental_price,4243.039877300614
New York-Newark-Jersey City,2018-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-06-01,mean_sale_price,442381.73076923075
New York-Newark-Jersey City,2018-06-01,mean_zri,2610.020548469388
New York-Newark-Jersey City,2018-06-01,mean_rental_price,4106.251497005988
New York-Newark-Jersey City,2018-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-07-01,mean_sale_price,443763.141025641
New York-Newark-Jersey City,2018-07-01,mean_zri,2670.9306321112517
New York-Newark-Jersey City,2018-07-01,mean_rental_price,4147.562874251497
New York-Newark-Jersey City,2018-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-08-01,mean_sale_price,441633.3333333333
New York-Newark-Jersey City,2018-08-01,mean_zri,2676.7580327868855
New York-Newark-Jersey City,2018-08-01,mean_rental_price,4093.184523809524
New York-Newark-Jersey City,2018-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-09-01,mean_sale_price,442441.3461538461
New York-Newark-Jersey City,2018-09-01,mean_zri,2663.476569620253
New York-Newark-Jersey City,2018-09-01,mean_rental_price,4131.292397660819
New York-Newark-Jersey City,2018-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-10-01,mean_sale_price,442948.39743589744
New York-Newark-Jersey City,2018-10-01,mean_zri,2673.889746835443
New York-Newark-Jersey City,2018-10-01,mean_rental_price,4136.415204678363
New York-Newark-Jersey City,2018-11-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-11-01,mean_sale_price,448634.9358974359
New York-Newark-Jersey City,2018-11-01,mean_zri,2670.997468513854
New York-Newark-Jersey City,2018-11-01,mean_rental_price,4094.1017441860463
New York-Newark-Jersey City,2018-12-01,mean_zhvi,NA
New York-Newark-Jersey City,2018-12-01,mean_sale_price,450542.6282051282
New York-Newark-Jersey City,2018-12-01,mean_zri,2589.848681875792
New York-Newark-Jersey City,2018-12-01,mean_rental_price,4111.156976744186
New York-Newark-Jersey City,2019-01-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-01-01,mean_sale_price,450640.7051282051
New York-Newark-Jersey City,2019-01-01,mean_zri,2530.2740152671754
New York-Newark-Jersey City,2019-01-01,mean_rental_price,4100.959302325581
New York-Newark-Jersey City,2019-02-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-02-01,mean_sale_price,447474.6794871795
New York-Newark-Jersey City,2019-02-01,mean_zri,2663.189167733675
New York-Newark-Jersey City,2019-02-01,mean_rental_price,4092.6918604651164
New York-Newark-Jersey City,2019-03-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-03-01,mean_sale_price,449213.46153846156
New York-Newark-Jersey City,2019-03-01,mean_zri,2543.413560411311
New York-Newark-Jersey City,2019-03-01,mean_rental_price,4049.5261627906975
New York-Newark-Jersey City,2019-04-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-04-01,mean_sale_price,450931.08974358975
New York-Newark-Jersey City,2019-04-01,mean_zri,2671.4999489144316
New York-Newark-Jersey City,2019-04-01,mean_rental_price,4101.7238372093025
New York-Newark-Jersey City,2019-05-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-05-01,mean_sale_price,456119.61414791
New York-Newark-Jersey City,2019-05-01,mean_zri,2687.9493281653745
New York-Newark-Jersey City,2019-05-01,mean_rental_price,4142.40988372093
New York-Newark-Jersey City,2019-06-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-06-01,mean_sale_price,455054.51612903224
New York-Newark-Jersey City,2019-06-01,mean_zri,2678.726437823834
New York-Newark-Jersey City,2019-06-01,mean_rental_price,4144.787790697675
New York-Newark-Jersey City,2019-07-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-07-01,mean_sale_price,456606.77419354836
New York-Newark-Jersey City,2019-07-01,mean_zri,2707.102120822622
New York-Newark-Jersey City,2019-07-01,mean_rental_price,4117.093023255814
New York-Newark-Jersey City,2019-08-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-08-01,mean_sale_price,453185.71428571426
New York-Newark-Jersey City,2019-08-01,mean_zri,2603.2247741935485
New York-Newark-Jersey City,2019-08-01,mean_rental_price,4023.0697674418607
New York-Newark-Jersey City,2019-09-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-09-01,mean_sale_price,454762.8664495114
New York-Newark-Jersey City,2019-09-01,mean_zri,2707.5335923566877
New York-Newark-Jersey City,2019-09-01,mean_rental_price,3921.2383720930234
New York-Newark-Jersey City,2019-10-01,mean_zhvi,NA
New York-Newark-Jersey City,2019-10-01,mean_sale_price,449711.96172248805
New York-Newark-Jersey City,2019-10-01,mean_zri,2675.078920676203
New York-Newark-Jersey City,2019-10-01,mean_rental_price,3902.436046511628
San Francisco-Oakland-Hayward,1996-04-01,mean_zhvi,269798.5294117647
San Francisco-Oakland-Hayward,1996-04-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-04-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-04-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-05-01,mean_zhvi,270367.64705882355
San Francisco-Oakland-Hayward,1996-05-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-05-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-05-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-06-01,mean_zhvi,271020.5882352941
San Francisco-Oakland-Hayward,1996-06-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-06-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-06-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-07-01,mean_zhvi,271746.32352941175
San Francisco-Oakland-Hayward,1996-07-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-07-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-07-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-08-01,mean_zhvi,272558.0882352941
San Francisco-Oakland-Hayward,1996-08-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-08-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-08-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-09-01,mean_zhvi,273467.64705882355
San Francisco-Oakland-Hayward,1996-09-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-09-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-09-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-10-01,mean_zhvi,274575.73529411765
San Francisco-Oakland-Hayward,1996-10-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-10-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-10-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-11-01,mean_zhvi,275828.67647058825
San Francisco-Oakland-Hayward,1996-11-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-11-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-11-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1996-12-01,mean_zhvi,277525
San Francisco-Oakland-Hayward,1996-12-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1996-12-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1996-12-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-01-01,mean_zhvi,279590.4411764706
San Francisco-Oakland-Hayward,1997-01-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-01-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-01-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-02-01,mean_zhvi,281670.5882352941
San Francisco-Oakland-Hayward,1997-02-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-02-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-02-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-03-01,mean_zhvi,283605.14705882355
San Francisco-Oakland-Hayward,1997-03-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-03-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-03-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-04-01,mean_zhvi,285769.85294117645
San Francisco-Oakland-Hayward,1997-04-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-04-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-04-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-05-01,mean_zhvi,288130.14705882355
San Francisco-Oakland-Hayward,1997-05-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-05-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-05-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-06-01,mean_zhvi,290688.23529411765
San Francisco-Oakland-Hayward,1997-06-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-06-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-06-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-07-01,mean_zhvi,293401.4705882353
San Francisco-Oakland-Hayward,1997-07-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-07-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-07-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-08-01,mean_zhvi,296226.4705882353
San Francisco-Oakland-Hayward,1997-08-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-08-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-08-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-09-01,mean_zhvi,299134.5588235294
San Francisco-Oakland-Hayward,1997-09-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-09-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-09-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-10-01,mean_zhvi,302206.6176470588
San Francisco-Oakland-Hayward,1997-10-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-10-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-10-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-11-01,mean_zhvi,305355.8823529412
San Francisco-Oakland-Hayward,1997-11-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-11-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-11-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1997-12-01,mean_zhvi,308893.3823529412
San Francisco-Oakland-Hayward,1997-12-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1997-12-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1997-12-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-01-01,mean_zhvi,312660.29411764705
San Francisco-Oakland-Hayward,1998-01-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-01-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-01-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-02-01,mean_zhvi,316216.9117647059
San Francisco-Oakland-Hayward,1998-02-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-02-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-02-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-03-01,mean_zhvi,319445.5882352941
San Francisco-Oakland-Hayward,1998-03-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-03-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-03-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-04-01,mean_zhvi,322724.26470588235
San Francisco-Oakland-Hayward,1998-04-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-04-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-04-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-05-01,mean_zhvi,325973.5294117647
San Francisco-Oakland-Hayward,1998-05-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-05-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-05-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-06-01,mean_zhvi,329233.0882352941
San Francisco-Oakland-Hayward,1998-06-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-06-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-06-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-07-01,mean_zhvi,332461.0294117647
San Francisco-Oakland-Hayward,1998-07-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-07-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-07-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-08-01,mean_zhvi,335653.67647058825
San Francisco-Oakland-Hayward,1998-08-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-08-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-08-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-09-01,mean_zhvi,338804.4117647059
San Francisco-Oakland-Hayward,1998-09-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-09-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-09-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-10-01,mean_zhvi,342053.67647058825
San Francisco-Oakland-Hayward,1998-10-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-10-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-10-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-11-01,mean_zhvi,345402.9411764706
San Francisco-Oakland-Hayward,1998-11-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-11-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-11-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1998-12-01,mean_zhvi,349200.73529411765
San Francisco-Oakland-Hayward,1998-12-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1998-12-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1998-12-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-01-01,mean_zhvi,353385.29411764705
San Francisco-Oakland-Hayward,1999-01-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-01-01,mean_zri,NaN
San Francisco-Oakland-Hayward,1999-01-01,mean_rental_price,NaN
San Francisco-Oakland-Hayward,1999-02-01,mean_zhvi,357633.82352941175
San Francisco-Oakland-Hayward,1999-02-01,mean_sale_price,NaN
San Francisco-Oakland-Hayward,1999-02-01,mean_zri,NaN
