region_id,city,state,size_rank,date,median_income
395078,Seattle,WA,15,2007-06,63573.21
395078,Seattle,WA,15,2007-09,64408.85
395078,Seattle,WA,15,2007-12,64531.6
395078,Seattle,WA,15,2008-03,64300.21
395078,Seattle,WA,15,2008-06,64384.68
395078,Seattle,WA,15,2008-09,64858.31
395078,Seattle,WA,15,2008-12,65640.61
395078,Seattle,WA,15,2009-03,65064.07
395078,Seattle,WA,15,2009-06,64870.61
395078,Seattle,WA,15,2009-09,64281.82
395078,Seattle,WA,15,2009-12,63892.04
395078,Seattle,WA,15,2010-03,63553.48
395078,Seattle,WA,15,2010-06,63683.32
395078,Seattle,WA,15,2010-09,63815.24
395078,Seattle,WA,15,2010-12,63882.88
395078,Seattle,WA,15,2011-03,64249.95
395078,Seattle,WA,15,2011-06,64426.47
395078,Seattle,WA,15,2011-09,64403.48
395078,Seattle,WA,15,2011-12,64052.65
395078,Seattle,WA,15,2012-03,64521.82
395078,Seattle,WA,15,2012-06,65164.09
395078,Seattle,WA,15,2012-09,65980.68
395078,Seattle,WA,15,2012-12,67322.69
395078,Seattle,WA,15,2013-03,67695.32
395078,Seattle,WA,15,2013-06,68228.1
395078,Seattle,WA,15,2013-09,68103.11
395078,Seattle,WA,15,2013-12,68544.88
395078,Seattle,WA,15,2014-03,69572.76
395078,Seattle,WA,15,2014-06,70706.47
395078,Seattle,WA,15,2014-09,72124.54
395078,Seattle,WA,15,2014-12,73038.91
395078,Seattle,WA,15,2015-03,73824.42
395078,Seattle,WA,15,2015-06,74527.18
395078,Seattle,WA,15,2015-09,75490.04
395078,Seattle,WA,15,2015-12,76444.89
395078,Seattle,WA,15,2016-03,77390.27
395078,Seattle,WA,15,2016-06,78266.91
395078,Seattle,WA,15,2016-09,79163.01
395078,Seattle,WA,15,2016-12,79944.94
395078,Seattle,WA,15,2017-03,80852.92
395078,Seattle,WA,15,2017-06,81782.32
395078,Seattle,WA,15,2017-09,82514.85
395078,Seattle,WA,15,2017-12,83381.61
395078,Seattle,WA,15,2018-03,84056.0662133183
395078,Seattle,WA,15,2018-06,84730.5224266366
395078,Seattle,WA,15,2018-09,85404.9786399548
395078,Seattle,WA,15,2018-12,86079.4348532731
